fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Fleet,High,POOLE,POOLE CHEMICAL COMPANY INCORPORATED,11429,63,69,DANNY POOLE,8063624261,tcrum@POOLEag.COM,TEXLINE,TX,79087,100 NORTH FIRST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11429
Fleet,High,THT,TH TRANSPORT LLC,11517,72,103,CLAY  SHIPMAN,7178422320,keith.weire@turkeyhill.com,CONESTOGA,PA,17516,2601 RIVER ROAD,None listed,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11517
Starter,High,REIST POPCORN COMPANY,REIST POPCORN COMPANY,11659,9,9,MICHAEL A HIGGINS,7176538078,cmoyer@reistpopcorn.com,MOUNT JOY,PA,17552-0155,113 MANHEIM STREET,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11659
Starter,High,RESILITE SPORTS PRODUCTS INC,RESILITE SPORTS PRODUCTS INC,11670,7,6,JENNIFER DEARMITT,5704733529,,NORTHUMBERLAND,PA,17857,200 POINT TOWNSHIP DR,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,85,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11670
Fleet,High,RHOADS ENERGY CORPORATION,JEROME H RHOADS INC,11673,82,46,MICHAEL F DEBERDINE III,7173975277,KJACKSON@RHOADSENERGY.COM,LANCASTER,PA,17603,205 HAZEL ST,S,Yes,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11673
Starter,High,RIVER DRIVE SERVICE CENTER,RIVER DRIVE SERVICE CENTER INC,11680,9,13,EDWIN STALEY,7172338891,shane@riverdriveservice.com,HARRISBURG,PA,17110,4613 NORTH FRONT ST,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11680
Growth,High,RIGIDPLY RAFTERS,RIGIDPLY RAFTERS INC,11682,19,17,VERNON AUTHOR SHIRK,7178666581,JAMIEHARTMAN@RIGIDPLY.COM,RICHLAND,PA,17087-9714,701 E LINDEN ST,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11682
Starter,High,P L ROHRER & BRO INC,P L ROHRER & BRO INC,11689,5,6,DOUG ROHRER,7172992571,DROHRER@ROHRERSEEDS.COM,LANCASTER,PA,17602,2472 OLD PHILADELPHIA PIKE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11689
Growth,High,RUTTER BROS DAIRY INC,RUTTER BROS DAIRY INC,11707,28,32,TODD RUTTER,7177715968,"lisa.grim@rutters.com, aaron.raby@rutters.com",YORK,PA,17404,2100 N GEORGE STREET,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11707
Growth,High,SINDALL TRANSPORT INC,SINDALL TRANSPORT INC,11785,20,17,J KATHRYN WILSON,7173540606,jEFF@SINDALLTRANSPORT.COM,NEW HOLLAND,PA,17557,461 DILLER AVE,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11785
Growth,High,GALEN S SPICKLER INC,GALEN S SPICKLER INC,11811,12,9,G. EUGENE SPICKLER,7176534957,gspicklerinc@centurylink.net,ELIZABETHTOWN,PA,17022-9648,801 MILTON GROVE RD  SOUTH,None listed,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11811
Starter,High,SPRING GLEN FRESH FOODS,SPRING GLEN FRESH FOODS,11813,8,7,JEFFREY WAREHIME,7177332201,JBENEDETTO@SPRINGGLEN.COM,EHPRATA,PA,17522,314 SPRING GLEN DR,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11813
Fleet,High,PENNSY SUPPLY INC,PENNSY SUPPLY INC,11879,127,127,JAMES HOWARD TAYLOR,7172212659,jeffrey.gaines@pennsysupply.com,HARRISBURG,PA,17110,2400 THEA DRIVE STE 3A,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11879
Growth,High,FH KREIDER,FRANKLIN H KREIDER LLC,11954,22,18,LAVERNE  D KREIDER,7178980129,kmartin@fhkreider.com,LANCASTER,PA,17601-2310,2400 DAIRY RD,None listed,Yes,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11954
Growth,High,CONTINENTAL VAN LINES INC,CONTINENTAL VAN LINES INC,11997,26,23,JOSEPH  BLAINE,2068053371,lhuntley@continentalvan.com,TACOMA,WA,98424,2802 70TH AVE E,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=11997
Starter,High,FRIDAY HARBOR FREIGHT LINES,HUFFMAN BROS INC,12027,7,4,GERALD HUFFMAN & DAVID HUFFMAN,3603782012,fhf@rockisland.com,FRIDAY HARBOR,WA,98250,420 A ST,None listed,Yes,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12027
Starter,High,WOLFKILL FEED & FERTILIZER CORP,WOLFKILL FEED & FERTILIZER CORP,12078,6,5,MERRITT WOLFKILL,3607947065,wolfkillcorp@msn.com,MONROE,WA,98272,217 E STRETCH ST,None listed,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12078
Starter,High,MITCHELL MOVING & STORAGE,ALASKA SEAVAN INC,12103,7,15,TODD HALVERSON,2065756800,sean@mitchellmoving.com,TUKWILA,WA,98188,18800 SOUTHCENTER PARKWAY,S,Yes,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12103
Growth,Medium,ALASKA TERMINALS INC,ALASKA TERMINALS INC,12105,19,16,TODD HALVERSON,9073496657,todd@akterminals.com,ANCHORAGE,AK,99518,400 W 70TH AVE SUITE 3,S,No,LOCAL GOVERNMENT;STATE GOVERNMENT;AUTHORIZED FOR HIRE;FEDERAL GOVERNMENT,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12105
Growth,High,SHERMAN BROS HEAVY TRUCKING,SB INC,12179,18,17,BARTON SHERMAN,5419957751,safety@SBht.COM,HARRISBURG,OR,97446,32921 DIAMOND HILL DR,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12179
Growth,High,CLOVERLEAF GARAGE INC,CLOVERLEAF GARAGE INC,12311,12,6,MARK HARVEY,2198728603,,MICHIGAN CITY,IN,46360-7363,420 E US HIGHWAY 20,None listed,Yes,AUTHORIZED FOR HIRE,55,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12311
Growth,High,EQ LOGISTICS,DAYS LLC,12312,12,14,NATHAN CARPENTER,5742644121,kallsop@equnited.us,CASSOPOLIS,MI,49031,19300 GRANGE ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12312
Starter,High,DON R FRUCHEY INC,DON R FRUCHEY INC,12314,8,7,RYAN FRUCHEY,2607498502,ADAM.FRUCHEY@DONRFRUCHEY.COM,FORT WAYNE,IN,46803-1733,5608 OLD MAUMEE RD,S,Yes,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12314
Growth,High,KROOSWYK TRUCKING & EXCAVATING INC,KROOSWYK TRUCKING & EXCAVATING INC,12324,17,10,TERRY KROOSWYK,2199245605,OFFICE@KROOSWYKTRUCKING.COM,HIGHLAND,IN,46322,9731 INDIANAPOLIS BLVD,S,No,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12324
Fleet,High,HORIZON FREIGHT LINES INC,HORIZON FREIGHT LINES INC,12330,92,72,KEELIE  PERKINS,8125263380,perkinsk@horizonfreightlines.com,EDINBURGH,IN,46124,6579 SOUTH US 31,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12330
Growth,High,STONE BELT FREIGHT LINES INC,STONE BELT FREIGHT LINES INC,12341,16,35,WILLIAM BENCKART,8128246741,kelsyb@STONEBELTFREIGHT.COM,BLOOMINGTON,IN,47402,101 W DILLMAN ROAD,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12341
Fleet,High,ACTIVE USA LLC,ACTIVE USA LLC,12358,351,335,BRUCE  JACKSON,2625647282,compliance@atctransportation.com,PLEASANT PRIAIRE,WI,53158,10801 CORPORATE DRIVE,S,Yes,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12358
Starter,Medium,WALTON FEED INC,WALTON FEED INC,12380,6,3,MARK CLEMENTS,2088470465,waltonfeed@gmail.com,MONTPELIER,ID,83254-0307,135 N 10TH ST,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12380
Growth,Medium,GLANBIA FOODS INC,GLANBIA FOODS INC,12382,43,131,BRIAN CASPARY,2087337555,,TWIN FALLS,ID,83301,121 4TH AVE S,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,55,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12382
Growth,Medium,WESTPOINT TRANSPORTATION INC,WESTPOINT TRANSPORTATION INC,12399,17,16,DAN FULKERSON,2083766228,dfulkerson@westpointfuel.com,BOISE,ID,83705,3184 ELDER,S,Yes,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12399
Fleet,Medium,WESTERN STATES EQUIPMENT CO,WESTERN STATES EQUIPMENT CO,12403,488,1005,CODY GLAZIER,2088842287,CODY.GLAZIER@WSECO.COM,MERIDIAN,ID,83642,500 E OVERLAND RD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12403
Starter,High,MATLOCK TRANSPORTATION INC,MATLOCK TRANSPORTATION INC,12655,8,6,TRACY ROMERO,9097991100,RMRTRCY@AOL.COM,SAN BERNARDINO,CA,92408,550 E CAROLINE ST,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12655
Growth,High,MEXICOACH INC,MEXICOACH INC,12660,12,24,VICENTE TOVAR,4805108483,INFO@MEXICOACH.COM,SAN DIEGO,CA,92173,4635 BORDER VILLAGE RD   STE  G,S,No,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12660
Fleet,High,ROY MILLER FREIGHT LINES LLC,ROY MILLER FREIGHT LINES LLC,12663,98,82,DANNY E MILLER,7146325511,vbeltran@roymiller.com,ANAHEIM,CA,92806,3165 E CORONADO ST,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12663
Growth,High,OILFIELD SERVICE AND TRUCKING--OST TRUCKING,OST TRUCKS AND CRANES INC,12693,30,30,L DENNIS ZERMENO,8056439963,cHRIS@OSTCRANES.COM,VENTURA,CA,93001,2951 N VENTURA AVENUE,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12693
Growth,Medium,HOWES OIL CO INC,HOWES OIL CO INC,12728,39,20,ANDREW  HOWES,6053362288,mwessel@howesoil.com,SIOUX FALLS,SD,57104,823 E 14TH ST,S,Yes,AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12728
Fleet,Medium,JENSEN ROCK & SAND INC,JENSEN ROCK & SAND INC,12780,93,68,KENNETH JENSEN,6058457213,KYLEJ@JENSENROCKANDSAND.COM,MOBRIDGE,SD,57601,12802 287TH AVE,None listed,Yes,AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12780
Growth,Medium,WESTERN ENERGETIX LLC,WESTERN ENERGETIX LLC,12794,37,35,TOM  DI MERCURIO,5308850401,megans@flyersenergy.com,SPARKS,NV,89431,655 SOUTH STANFORD WAY,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12794
Growth,High,L & B CARTAGE INC,L & B CARTAGE INC,12809,31,18,Sam Stewart,19897595544,dispatch@lb-omni.com,BRIDGEPORT,MI,48722,5425 DIXIE HWY SUITE 2,S,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=12809
Growth,Medium,ZANETTI BROTHERS INC,ZANETTI BROTHERS INC,13052,28,28,HERBERT J ZANETTI JR,2087521178,accounting@zanettibros.com,OSBURN,ID,83849,301 E MULLAN AVE,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13052
Starter,High,LARRY TRAPP TRUCKING INC,LARRY TRAPP TRUCKING INC,13172,10,5,LUKE TRAPP,5096709072,LARRYTRAPPTRUCKING@GMAIL.COM,ORONDO,WA,98843,14042 STATE ROUTE 2,S,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13172
Fleet,High,U R M STORES INC,U R M STORES INC,13196,80,130,ROGER WHITE,5097047117,freight@urmstoresinc.com,SPOKANE,WA,99217,7511 N FREYA ST,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13196
Starter,High,UPPER COLUMBIA CONFERENCE OF SEVENTH DAY ADVENTISTS,UPPER COLUMBIA CONFERENCE OF SEVENTH DAY ADVENTISTS,13210,5,6,BRENT TUNGESVIK,5098382761,brentt@uccsda.org,SPOKANE,WA,99224,3715 S GROVE RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13210
Growth,High,CWALLA BUILDING MATERIALS COMPANY,SCAFCO CORPORATION,13366,37,51,AARON  MICHAEL HOSKIN,5093439000,aaronhoskin@cwalla.com,SPOKANE,WA,99202-7004,2800 E MAIN AVE,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13366
Fleet,High,IMPERIAL BRADY,IMPERIAL BAG & PAPER COMPANY LLC,13811,673,871,JERI  CONNOLLY,12014377440,jconnolly@imperialdade.com,JERSEY CITY,NJ,07306-6727,255 US HIGHWAY 1 AND 9,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=13811
Fleet,High,ROSS TRANSPORTATION SERVICES INC,ROSS TRANSPORTATION SERVICES INC,14484,141,112,CHRIS  FADA,4407485900,cfada@rosstransportation.com,GRAFTON,OH,44044,36790 GILES RD,None listed,Yes,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=14484
Starter,High,HARRY ROWLAND JR INC,HARRY ROWLAND JR INC,14489,7,5,DAVID ROWLAND,4406474159,rowland.david87@gmail.com,WELLINGTON,OH,44090-9229,26175 STATE ROUTE 511,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=14489
Fleet,High,PORTS PETROLEUM COMPANY INC,PORTS PETROLEUM COMPANY INC,14529,71,61,MATT  PORTS,3302641885,phillip@portspetro.com,WOOSTER,OH,44691-9705,1337 BLACHLEYVILLE ROAD,None listed,Yes,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=14529
Growth,High,DELTA RAILROAD CONSTRUCTION INC,DELTA RAILROAD CONSTRUCTION INC,14549,25,9,RICK RYEL,4409922997,JPENNA@DELTARR.COM,ASHTABULA,OH,44004,2468 WEST PROSPECT ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=14549
